transaction_id,order_date,global_entity_id,amount_eur,vendor_vertical,has_discount,customer_source_type,is_saved_card,issuer_country_group,card_type,is_3ds_eligible,rule_name,rule_action,risk_score,payment_switch,order_final_status,is_actual_chargeback
4840,2026-01-17 19:15:00,FO_SE,18.28,restaurants,False,New,False,Local,DEBIT,True,card_limit_value_3ds,review,48.11,1,CANCELLED,0
4841,2026-01-17 19:20:00,FO_DK,40.84,restaurants,False,Existing,True,International,DEBIT,True,None,none,11.69,0,DELIVERED,0
4842,2026-01-17 19:25:00,FO_NO,17.57,supermarket,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,12.76,0,DELIVERED,0
4843,2026-01-17 19:30:00,FO_SE,12.06,restaurants,False,Existing,True,Local,DEBIT,True,None,none,32.56,0,DELIVERED,0
4844,2026-01-17 19:35:00,FO_NO,23.56,supermarket,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,12.87,0,CANCELLED,0
4845,2026-01-17 19:40:00,FO_SE,39.31,restaurants,False,Existing,True,Local,DEBIT,True,None,none,34.82,0,DELIVERED,1
4846,2026-01-17 19:45:00,FO_FI,13.17,restaurants,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,36.67,0,CANCELLED,1
4847,2026-01-17 19:50:00,FO_SE,25.94,darkstores,True,New,False,Local,CREDIT,True,card_limit_value_3ds,review,50.16,1,DELIVERED,0
4848,2026-01-17 19:55:00,FO_SE,47.75,restaurants,False,Existing,True,Local,DEBIT,True,velocity_high_risk_block,hard_block,56.52,0,CANCELLED,0
4849,2026-01-17 20:00:00,FO_NO,76.54,restaurants,False,Existing,True,Local,DEBIT,True,None,none,4.68,0,DELIVERED,0
4850,2026-01-17 20:05:00,FO_SE,38.44,supermarket,False,Existing,True,Local,CREDIT,False,None,none,12.99,0,DELIVERED,0
4851,2026-01-17 20:10:00,FO_SE,15.36,supermarket,True,Existing,True,Local,DEBIT,False,None,none,24.06,0,DELIVERED,0
4852,2026-01-17 20:15:00,FO_NO,28.4,restaurants,False,Existing,True,International,DEBIT,True,card_account_age_7d_3ds,review,15.97,0,CANCELLED,0
4853,2026-01-17 20:20:00,FO_NO,32.68,restaurants,False,New,False,Local,DEBIT,True,None,none,6.26,0,DELIVERED,0
4854,2026-01-17 20:25:00,FO_NO,16.39,restaurants,False,New,False,Local,DEBIT,True,card_account_age_7d_3ds,review,22.65,0,CANCELLED,1
4855,2026-01-17 20:30:00,FO_EE,17.2,restaurants,False,Existing,False,Local,DEBIT,True,None,none,28.89,0,DELIVERED,0
4856,2026-01-17 20:35:00,FO_SE,19.16,darkstores,True,New,False,Local,CREDIT,True,None,none,32.97,0,DELIVERED,0
4857,2026-01-17 20:40:00,FO_FI,14.09,restaurants,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,27.61,0,CANCELLED,0
4858,2026-01-17 20:45:00,FO_EE,70.85,supermarket,False,Existing,True,Local,DEBIT,True,None,none,37.15,0,DELIVERED,0
4859,2026-01-17 20:50:00,FO_NO,24.94,supermarket,True,Existing,True,Local,CREDIT,True,None,none,0.0,0,DELIVERED,0
4860,2026-01-17 20:55:00,FO_EE,28.94,darkstores,True,Existing,True,Local,DEBIT,False,None,none,43.81,0,DELIVERED,1
4861,2026-01-17 21:00:00,FO_NO,32.67,restaurants,True,Existing,True,Local,DEBIT,True,None,none,0.0,0,DELIVERED,0
4862,2026-01-17 21:05:00,FO_EE,44.29,restaurants,False,Existing,True,International,CREDIT,True,None,none,37.41,0,DELIVERED,0
4863,2026-01-17 21:10:00,FO_NO,28.58,restaurants,False,Existing,False,Local,DEBIT,True,None,none,4.77,0,DELIVERED,0
4864,2026-01-17 21:15:00,FO_NO,13.5,supermarket,False,Existing,True,Local,CREDIT,True,velocity_high_risk_block,hard_block,30.91,0,CANCELLED,0
4865,2026-01-17 21:20:00,FO_NO,24.88,supermarket,False,Existing,False,Local,CREDIT,True,None,none,5.76,0,DELIVERED,0
4866,2026-01-17 21:25:00,FO_SE,40.66,supermarket,False,New,False,Local,DEBIT,True,card_limit_value_3ds,review,41.59,0,DELIVERED,0
4867,2026-01-17 21:30:00,FO_EE,16.2,supermarket,False,Existing,False,Local,DEBIT,True,None,none,21.4,0,DELIVERED,0
4868,2026-01-17 21:35:00,FO_EE,11.34,supermarket,False,Existing,True,Local,CREDIT,True,None,none,31.5,0,DELIVERED,0
4869,2026-01-17 21:40:00,FO_NO,31.88,restaurants,False,New,False,Local,DEBIT,True,None,none,10.61,0,DELIVERED,0
4870,2026-01-17 21:45:00,FO_EE,17.55,restaurants,False,Existing,True,Local,DEBIT,True,None,none,37.47,0,DELIVERED,0
4871,2026-01-17 21:50:00,FO_FI,19.46,restaurants,False,New,False,International,CREDIT,True,None,none,18.77,0,DELIVERED,0
4872,2026-01-17 21:55:00,FO_EE,15.41,supermarket,False,Existing,True,Local,DEBIT,False,None,none,22.75,0,DELIVERED,0
4873,2026-01-17 22:00:00,FO_DK,25.51,supermarket,False,Existing,True,Local,DEBIT,True,None,none,18.89,0,DELIVERED,1
4874,2026-01-17 22:05:00,FO_FI,5.96,darkstores,True,Existing,True,International,DEBIT,True,None,none,18.48,0,DELIVERED,0
4875,2026-01-17 22:10:00,FO_NO,28.71,restaurants,False,Existing,True,Local,CREDIT,True,card_account_age_7d_3ds,review,15.1,0,DELIVERED,0
4876,2026-01-17 22:15:00,FO_EE,11.38,supermarket,False,New,False,Local,DEBIT,True,None,none,45.62,0,DELIVERED,1
4877,2026-01-17 22:20:00,FO_DK,20.3,supermarket,False,New,False,International,DEBIT,True,None,none,41.78,0,DELIVERED,0
4878,2026-01-17 22:25:00,FO_SE,26.08,restaurants,False,Existing,True,Local,DEBIT,True,card_limit_value_3ds,review,41.61,0,CANCELLED,0
4879,2026-01-17 22:30:00,FO_SE,16.59,restaurants,True,New,False,International,DEBIT,True,card_limit_value_3ds,review,38.18,1,DELIVERED,0
4880,2026-01-17 22:35:00,FO_EE,42.29,supermarket,True,Existing,True,Local,DEBIT,True,None,none,50.53,0,DELIVERED,0
4881,2026-01-17 22:40:00,FO_DK,19.61,supermarket,False,Existing,False,Local,CREDIT,True,None,none,46.61,0,DELIVERED,1
4882,2026-01-17 22:45:00,FO_DK,44.36,restaurants,True,New,False,International,DEBIT,False,None,none,30.56,0,DELIVERED,0
4883,2026-01-17 22:50:00,FO_NO,15.91,restaurants,False,Existing,True,Local,DEBIT,True,None,none,0.0,0,DELIVERED,0
4884,2026-01-17 22:55:00,FO_NO,22.16,restaurants,True,Existing,False,Local,DEBIT,True,velocity_high_risk_block,hard_block,48.01,0,CANCELLED,1
4885,2026-01-17 23:00:00,FO_SE,14.5,supermarket,False,Existing,False,Local,DEBIT,True,None,none,23.16,0,DELIVERED,0
4886,2026-01-17 23:05:00,FO_NO,13.57,restaurants,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,16.78,0,CANCELLED,0
4887,2026-01-17 23:10:00,FO_EE,16.56,restaurants,True,Existing,True,Local,DEBIT,True,None,none,58.7,0,DELIVERED,0
4888,2026-01-17 23:15:00,FO_DK,17.2,restaurants,False,New,False,Local,DEBIT,True,None,none,32.31,0,DELIVERED,1
4889,2026-01-17 23:20:00,FO_NO,15.57,darkstores,True,Existing,True,Local,DEBIT,True,velocity_high_risk_block,hard_block,26.43,0,CANCELLED,0
4890,2026-01-17 23:25:00,FO_FI,22.24,restaurants,False,Existing,True,Local,DEBIT,False,foreign_card_review,review,28.45,1,CANCELLED,0
4891,2026-01-17 23:30:00,FO_FI,13.94,supermarket,False,New,False,Local,DEBIT,True,foreign_card_review,review,27.77,0,DELIVERED,0
4892,2026-01-17 23:35:00,FO_EE,31.37,restaurants,False,New,False,Local,DEBIT,False,None,none,37.75,0,DELIVERED,0
4893,2026-01-17 23:40:00,FO_EE,9.03,restaurants,False,Existing,True,Local,CREDIT,True,None,none,53.71,0,DELIVERED,0
4894,2026-01-17 23:45:00,FO_EE,21.61,restaurants,True,Existing,True,Local,DEBIT,True,None,none,28.74,0,DELIVERED,0
4895,2026-01-17 23:50:00,FO_FI,18.56,restaurants,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,21.25,0,DELIVERED,0
4896,2026-01-17 23:55:00,FO_EE,22.29,restaurants,False,Existing,False,Local,DEBIT,True,None,none,48.87,0,DELIVERED,0
4897,2026-01-18 00:00:00,FO_FI,14.55,restaurants,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,28.0,1,DELIVERED,0
4898,2026-01-18 00:05:00,FO_FI,17.26,supermarket,False,New,False,Local,DEBIT,False,None,none,18.48,0,DELIVERED,0
4899,2026-01-18 00:10:00,FO_DK,22.88,restaurants,False,Existing,True,International,DEBIT,True,None,none,47.66,0,DELIVERED,0
4900,2026-01-18 00:15:00,FO_NO,11.68,darkstores,False,New,False,Local,DEBIT,True,velocity_high_risk_block,hard_block,32.63,0,CANCELLED,0
4901,2026-01-18 00:20:00,FO_NO,17.12,restaurants,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,14.25,0,CANCELLED,0
4902,2026-01-18 00:25:00,FO_FI,21.34,restaurants,False,Existing,False,International,CREDIT,True,foreign_card_review,review,26.25,0,DELIVERED,0
4903,2026-01-18 00:30:00,FO_FI,14.08,restaurants,False,Existing,False,Local,CREDIT,True,foreign_card_review,review,20.73,0,DELIVERED,0
4904,2026-01-18 00:35:00,FO_EE,29.75,restaurants,False,Existing,False,Local,DEBIT,False,None,none,37.07,0,DELIVERED,1
4905,2026-01-18 00:40:00,FO_FI,16.88,supermarket,False,New,False,Local,DEBIT,True,None,none,18.79,0,DELIVERED,0
4906,2026-01-18 00:45:00,FO_NO,33.26,supermarket,False,New,False,Local,DEBIT,True,velocity_high_risk_block,hard_block,40.28,0,CANCELLED,1
4907,2026-01-18 00:50:00,FO_NO,23.39,restaurants,False,Existing,True,Local,DEBIT,True,velocity_high_risk_block,hard_block,52.71,0,CANCELLED,1
4908,2026-01-18 00:55:00,FO_EE,24.53,supermarket,True,Existing,True,Local,CREDIT,True,None,none,49.53,0,DELIVERED,1
4909,2026-01-18 01:00:00,FO_EE,37.87,restaurants,False,Existing,True,Local,DEBIT,True,None,none,69.87,0,DELIVERED,1
4910,2026-01-18 01:05:00,FO_EE,24.56,supermarket,False,Existing,False,Local,DEBIT,True,None,none,28.81,0,DELIVERED,0
4911,2026-01-18 01:10:00,FO_SE,48.26,darkstores,False,New,False,Local,DEBIT,True,None,none,19.41,0,DELIVERED,0
4912,2026-01-18 01:15:00,FO_EE,16.81,supermarket,False,Existing,True,Local,DEBIT,True,None,none,29.92,0,DELIVERED,0
4913,2026-01-18 01:20:00,FO_NO,12.26,darkstores,True,New,False,Local,DEBIT,False,velocity_high_risk_block,hard_block,34.05,0,CANCELLED,0
4914,2026-01-18 01:25:00,FO_FI,18.76,darkstores,False,Existing,False,Local,DEBIT,True,card_limit_value_3ds,review,51.06,0,CANCELLED,1
4915,2026-01-18 01:30:00,FO_SE,18.49,darkstores,False,Existing,True,Local,DEBIT,True,None,none,33.13,0,DELIVERED,0
4916,2026-01-18 01:35:00,FO_SE,49.24,darkstores,False,Existing,False,Local,DEBIT,True,None,none,8.72,0,DELIVERED,0
4917,2026-01-18 01:40:00,FO_FI,23.47,supermarket,False,Existing,True,Local,DEBIT,True,card_limit_value_3ds,review,47.77,0,CANCELLED,1
4918,2026-01-18 01:45:00,FO_NO,18.96,supermarket,True,Existing,True,International,DEBIT,False,None,none,4.6,0,DELIVERED,0
4919,2026-01-18 01:50:00,FO_DK,16.55,restaurants,False,Existing,False,Local,DEBIT,True,None,none,23.35,0,DELIVERED,0
4920,2026-01-18 01:55:00,FO_FI,23.96,restaurants,False,Existing,True,Local,DEBIT,True,None,none,7.27,0,DELIVERED,0
4921,2026-01-18 02:00:00,FO_NO,21.83,supermarket,False,Existing,True,International,CREDIT,True,None,none,0.0,0,DELIVERED,0
4922,2026-01-18 02:05:00,FO_SE,31.17,restaurants,True,Existing,True,Local,CREDIT,True,None,none,22.05,0,DELIVERED,0
4923,2026-01-18 02:10:00,FO_FI,22.5,supermarket,False,Existing,False,Local,DEBIT,False,foreign_card_review,review,32.53,1,CANCELLED,0
4924,2026-01-18 02:15:00,FO_NO,11.87,restaurants,False,Existing,True,International,DEBIT,True,card_account_age_7d_3ds,review,16.43,0,CANCELLED,1
4925,2026-01-18 02:20:00,FO_NO,9.73,restaurants,False,Existing,True,Local,CREDIT,True,velocity_high_risk_block,hard_block,25.11,0,CANCELLED,0
4926,2026-01-18 02:25:00,FO_FI,11.8,supermarket,False,New,False,International,DEBIT,True,foreign_card_review,review,43.56,0,DELIVERED,0
4927,2026-01-18 02:30:00,FO_SE,14.08,supermarket,True,Existing,True,International,DEBIT,True,None,none,21.65,0,DELIVERED,0
4928,2026-01-18 02:35:00,FO_SE,17.56,restaurants,False,Existing,True,Local,DEBIT,False,None,none,32.75,0,DELIVERED,0
4929,2026-01-18 02:40:00,FO_NO,20.66,darkstores,False,Existing,False,Local,DEBIT,True,velocity_high_risk_block,hard_block,31.96,0,CANCELLED,0
4930,2026-01-18 02:45:00,FO_DK,21.19,restaurants,False,New,False,International,CREDIT,True,None,none,59.27,0,DELIVERED,0
4931,2026-01-18 02:50:00,FO_SE,44.26,darkstores,False,Existing,False,Local,DEBIT,True,card_limit_value_3ds,review,41.7,0,DELIVERED,0
4932,2026-01-18 02:55:00,FO_NO,23.2,supermarket,True,Existing,True,Local,CREDIT,True,None,none,0.0,0,DELIVERED,0
4933,2026-01-18 03:00:00,FO_SE,14.8,restaurants,False,Existing,True,Local,DEBIT,True,None,none,13.84,0,DELIVERED,0
4934,2026-01-18 03:05:00,FO_DK,27.36,restaurants,False,Existing,True,Local,DEBIT,True,None,none,5.52,0,DELIVERED,0
4935,2026-01-18 03:10:00,FO_DK,20.85,darkstores,False,New,False,Local,CREDIT,True,None,none,19.46,0,DELIVERED,0
4936,2026-01-18 03:15:00,FO_EE,18.4,restaurants,False,Existing,True,Local,DEBIT,True,None,none,39.29,0,DELIVERED,0
4937,2026-01-18 03:20:00,FO_DK,12.25,supermarket,False,New,False,Local,DEBIT,True,None,none,27.15,0,DELIVERED,0
4938,2026-01-18 03:25:00,FO_FI,17.59,restaurants,False,Existing,True,Local,DEBIT,True,None,none,15.93,0,DELIVERED,0
4939,2026-01-18 03:30:00,FO_EE,31.72,restaurants,False,Existing,True,Local,CREDIT,True,None,none,22.73,0,DELIVERED,0
4940,2026-01-18 03:35:00,FO_SE,16.79,darkstores,False,New,False,Local,DEBIT,True,None,none,18.25,0,DELIVERED,0
4941,2026-01-18 03:40:00,FO_DK,9.84,supermarket,False,New,False,Local,CREDIT,True,None,none,33.65,0,DELIVERED,0
4942,2026-01-18 03:45:00,FO_EE,44.62,restaurants,False,Existing,True,International,DEBIT,True,None,none,54.93,0,DELIVERED,0
4943,2026-01-18 03:50:00,FO_SE,21.7,supermarket,False,Existing,True,Local,CREDIT,True,None,none,22.04,0,DELIVERED,0
4944,2026-01-18 03:55:00,FO_FI,23.74,supermarket,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,32.64,0,DELIVERED,0
4945,2026-01-18 04:00:00,FO_FI,20.09,supermarket,True,Existing,True,Local,DEBIT,True,card_limit_value_3ds,review,48.25,0,DELIVERED,0
4946,2026-01-18 04:05:00,FO_EE,11.69,supermarket,False,Existing,True,Local,DEBIT,True,None,none,44.33,0,DELIVERED,0
4947,2026-01-18 04:10:00,FO_DK,16.84,restaurants,False,Existing,True,Local,DEBIT,True,None,none,34.69,0,DELIVERED,0
4948,2026-01-18 04:15:00,FO_DK,10.93,restaurants,True,Existing,True,Local,CREDIT,True,None,none,22.11,0,DELIVERED,0
4949,2026-01-18 04:20:00,FO_EE,26.74,restaurants,False,Existing,False,Local,DEBIT,True,None,none,23.73,0,DELIVERED,0
4950,2026-01-18 04:25:00,FO_DK,14.11,restaurants,False,Existing,True,Local,DEBIT,True,None,none,8.56,0,DELIVERED,0
4951,2026-01-18 04:30:00,FO_DK,22.36,darkstores,False,Existing,False,International,CREDIT,True,None,none,37.33,0,DELIVERED,0
4952,2026-01-18 04:35:00,FO_SE,28.85,supermarket,True,Existing,True,Local,DEBIT,True,card_limit_value_3ds,review,35.41,0,CANCELLED,1
4953,2026-01-18 04:40:00,FO_NO,16.89,restaurants,True,New,False,International,DEBIT,True,velocity_high_risk_block,hard_block,32.21,0,CANCELLED,1
4954,2026-01-18 04:45:00,FO_SE,23.29,restaurants,True,New,False,International,DEBIT,True,card_limit_value_3ds,review,45.62,0,CANCELLED,1
4955,2026-01-18 04:50:00,FO_NO,13.92,supermarket,False,Existing,True,Local,DEBIT,False,card_account_age_7d_3ds,review,16.58,0,CANCELLED,0
4956,2026-01-18 04:55:00,FO_EE,14.49,restaurants,False,Existing,True,International,DEBIT,False,None,none,35.01,0,DELIVERED,0
4957,2026-01-18 05:00:00,FO_EE,25.47,restaurants,False,Existing,False,Local,DEBIT,True,None,none,16.68,0,DELIVERED,0
4958,2026-01-18 05:05:00,FO_EE,10.56,darkstores,False,New,False,Local,DEBIT,True,None,none,34.32,0,DELIVERED,0
4959,2026-01-18 05:10:00,FO_NO,16.6,supermarket,False,New,False,Local,DEBIT,True,card_account_age_7d_3ds,review,12.15,0,DELIVERED,0
4960,2026-01-18 05:15:00,FO_NO,11.8,restaurants,True,New,False,Local,CREDIT,True,None,none,8.5,0,DELIVERED,0
4961,2026-01-18 05:20:00,FO_EE,14.42,supermarket,False,Existing,True,Local,DEBIT,True,None,none,23.8,0,DELIVERED,0
4962,2026-01-18 05:25:00,FO_DK,22.8,restaurants,False,New,False,Local,DEBIT,True,None,none,10.02,0,DELIVERED,0
4963,2026-01-18 05:30:00,FO_NO,34.04,restaurants,False,Existing,True,Local,CREDIT,True,None,none,8.03,0,DELIVERED,0
4964,2026-01-18 05:35:00,FO_SE,7.6,darkstores,False,New,False,Local,DEBIT,True,card_limit_value_3ds,review,44.5,0,CANCELLED,1
4965,2026-01-18 05:40:00,FO_DK,24.11,supermarket,False,Existing,False,Local,CREDIT,True,None,none,38.04,0,DELIVERED,0
4966,2026-01-18 05:45:00,FO_SE,21.98,restaurants,False,New,False,Local,CREDIT,False,None,none,28.65,0,DELIVERED,0
4967,2026-01-18 05:50:00,FO_FI,22.85,restaurants,False,Existing,True,Local,CREDIT,True,None,none,8.91,0,DELIVERED,0
4968,2026-01-18 05:55:00,FO_EE,27.0,supermarket,False,Existing,False,Local,DEBIT,True,None,none,33.16,0,DELIVERED,0
4969,2026-01-18 06:00:00,FO_EE,21.79,supermarket,False,Existing,True,Local,DEBIT,False,None,none,70.22,0,DELIVERED,1
4970,2026-01-18 06:05:00,FO_SE,11.64,darkstores,True,Existing,True,Local,DEBIT,True,None,none,14.71,0,DELIVERED,0
4971,2026-01-18 06:10:00,FO_FI,41.54,restaurants,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,20.89,0,CANCELLED,1
4972,2026-01-18 06:15:00,FO_DK,8.56,restaurants,False,Existing,True,Local,DEBIT,True,None,none,20.15,0,DELIVERED,0
4973,2026-01-18 06:20:00,FO_FI,27.85,restaurants,False,New,False,Local,DEBIT,True,card_limit_value_3ds,review,50.56,0,CANCELLED,0
4974,2026-01-18 06:25:00,FO_SE,16.8,restaurants,True,New,False,Local,DEBIT,True,None,none,17.58,0,DELIVERED,0
4975,2026-01-18 06:30:00,FO_EE,11.88,restaurants,True,Existing,False,Local,DEBIT,True,None,none,33.62,0,DELIVERED,0
4976,2026-01-18 06:35:00,FO_DK,20.62,supermarket,False,New,False,Local,CREDIT,True,None,none,41.08,0,DELIVERED,0
4977,2026-01-18 06:40:00,FO_NO,34.35,restaurants,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,21.29,0,CANCELLED,0
4978,2026-01-18 06:45:00,FO_EE,52.12,restaurants,True,Existing,True,Local,CREDIT,True,None,none,31.93,0,DELIVERED,0
4979,2026-01-18 06:50:00,FO_SE,7.93,restaurants,False,Existing,True,Local,CREDIT,True,None,none,21.79,0,DELIVERED,0
4980,2026-01-18 06:55:00,FO_EE,34.95,restaurants,False,Existing,False,Local,DEBIT,True,None,none,38.72,0,DELIVERED,0
4981,2026-01-18 07:00:00,FO_SE,9.04,restaurants,True,Existing,True,International,DEBIT,True,None,none,19.75,0,DELIVERED,0
4982,2026-01-18 07:05:00,FO_DK,14.58,restaurants,False,Existing,True,Local,DEBIT,True,None,none,10.13,0,DELIVERED,0
4983,2026-01-18 07:10:00,FO_DK,12.24,supermarket,False,Existing,True,Local,DEBIT,True,None,none,23.61,0,DELIVERED,0
4984,2026-01-18 07:15:00,FO_NO,19.81,restaurants,False,Existing,True,International,DEBIT,True,velocity_high_risk_block,hard_block,28.32,0,CANCELLED,0
4985,2026-01-18 07:20:00,FO_DK,12.95,restaurants,False,Existing,True,Local,CREDIT,True,None,none,48.73,0,DELIVERED,0
4986,2026-01-18 07:25:00,FO_FI,28.27,supermarket,True,Existing,True,Local,DEBIT,False,None,none,9.71,0,DELIVERED,0
4987,2026-01-18 07:30:00,FO_SE,13.58,darkstores,False,New,False,Local,CREDIT,True,None,none,18.56,0,DELIVERED,0
4988,2026-01-18 07:35:00,FO_NO,8.14,restaurants,False,Existing,True,International,CREDIT,True,None,none,8.87,0,DELIVERED,0
4989,2026-01-18 07:40:00,FO_NO,36.22,restaurants,False,Existing,True,Local,DEBIT,True,card_account_age_7d_3ds,review,14.15,0,CANCELLED,0
4990,2026-01-18 07:45:00,FO_DK,7.25,restaurants,True,Existing,True,Local,CREDIT,True,None,none,45.91,0,DELIVERED,0
4991,2026-01-18 07:50:00,FO_NO,15.26,restaurants,False,New,False,Local,DEBIT,True,velocity_high_risk_block,hard_block,28.61,1,CANCELLED,0
4992,2026-01-18 07:55:00,FO_SE,22.42,supermarket,False,Existing,True,Local,DEBIT,True,None,none,8.44,0,DELIVERED,0
4993,2026-01-18 08:00:00,FO_SE,21.05,darkstores,True,Existing,True,Local,DEBIT,False,None,none,3.74,0,DELIVERED,0
4994,2026-01-18 08:05:00,FO_FI,20.55,restaurants,False,Existing,False,International,DEBIT,True,foreign_card_review,review,38.4,0,DELIVERED,0
4995,2026-01-18 08:10:00,FO_EE,19.85,restaurants,True,Existing,True,Local,DEBIT,True,None,none,34.98,0,DELIVERED,1
4996,2026-01-18 08:15:00,FO_SE,15.87,restaurants,True,Existing,True,Local,DEBIT,True,card_limit_value_3ds,review,46.58,1,DELIVERED,0
4997,2026-01-18 08:20:00,FO_NO,15.8,restaurants,False,Existing,True,International,CREDIT,True,card_account_age_7d_3ds,review,16.13,0,CANCELLED,0
4998,2026-01-18 08:25:00,FO_NO,26.0,restaurants,False,New,False,Local,DEBIT,True,velocity_high_risk_block,hard_block,38.84,1,CANCELLED,0
4999,2026-01-18 08:30:00,FO_DK,21.62,supermarket,False,New,False,Local,DEBIT,True,card_account_age_7d_3ds,review,60.28,0,CANCELLED,1
5000,2026-01-18 08:35:00,FO_FI,13.93,restaurants,False,Existing,True,Local,CREDIT,True,foreign_card_review,review,28.62,0,CANCELLED,0
5001,2026-01-18 08:40:00,FO_FI,10.16,supermarket,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,26.72,0,DELIVERED,0
5002,2026-01-18 08:45:00,FO_FI,10.38,restaurants,False,Existing,True,Local,CREDIT,True,None,none,19.39,0,DELIVERED,0
5003,2026-01-18 08:50:00,FO_NO,23.81,restaurants,False,Existing,True,International,DEBIT,False,velocity_high_risk_block,hard_block,42.88,0,CANCELLED,0
5004,2026-01-18 08:55:00,FO_SE,14.79,supermarket,False,Existing,True,Local,DEBIT,True,None,none,17.88,0,DELIVERED,0
5005,2026-01-18 09:00:00,FO_DK,43.68,supermarket,True,Existing,True,Local,CREDIT,True,None,none,23.0,0,DELIVERED,0
5006,2026-01-18 09:05:00,FO_SE,10.63,supermarket,False,Existing,True,Local,DEBIT,False,card_limit_value_3ds,review,45.49,0,CANCELLED,1
5007,2026-01-18 09:10:00,FO_SE,16.93,restaurants,False,Existing,False,Local,DEBIT,True,velocity_high_risk_block,hard_block,55.04,0,CANCELLED,1
5008,2026-01-18 09:15:00,FO_DK,31.8,supermarket,False,Existing,True,Local,CREDIT,False,None,none,5.89,0,DELIVERED,0
5009,2026-01-18 09:20:00,FO_FI,13.91,restaurants,False,Existing,True,Local,DEBIT,True,None,none,18.96,0,DELIVERED,0
5010,2026-01-18 09:25:00,FO_EE,15.78,darkstores,False,Existing,False,Local,DEBIT,True,None,none,42.18,0,DELIVERED,0
5011,2026-01-18 09:30:00,FO_DK,27.3,restaurants,False,Existing,True,Local,CREDIT,True,None,none,44.49,0,DELIVERED,0
5012,2026-01-18 09:35:00,FO_SE,14.34,restaurants,False,New,False,Local,DEBIT,False,card_limit_value_3ds,review,50.98,0,CANCELLED,1
5013,2026-01-18 09:40:00,FO_SE,44.31,restaurants,False,Existing,True,Local,DEBIT,True,None,none,32.88,0,DELIVERED,1
5014,2026-01-18 09:45:00,FO_SE,15.51,restaurants,False,Existing,True,Local,CREDIT,True,None,none,23.36,0,DELIVERED,1
5015,2026-01-18 09:50:00,FO_NO,22.37,darkstores,False,Existing,True,Local,CREDIT,True,None,none,0.0,0,DELIVERED,0
5016,2026-01-18 09:55:00,FO_DK,12.06,restaurants,True,Existing,False,Local,DEBIT,True,None,none,8.09,0,DELIVERED,0
5017,2026-01-18 10:00:00,FO_FI,27.98,restaurants,False,New,False,Local,CREDIT,True,foreign_card_review,review,20.71,0,DELIVERED,0
5018,2026-01-18 10:05:00,FO_EE,26.13,supermarket,False,Existing,True,International,DEBIT,True,None,none,28.11,0,DELIVERED,1
5019,2026-01-18 10:10:00,FO_DK,47.35,restaurants,False,Existing,False,Local,DEBIT,True,None,none,44.2,0,DELIVERED,0
5020,2026-01-18 10:15:00,FO_SE,15.58,restaurants,False,Existing,True,International,DEBIT,False,velocity_high_risk_block,hard_block,58.83,0,CANCELLED,0
5021,2026-01-18 10:20:00,FO_SE,13.65,supermarket,True,Existing,True,Local,DEBIT,True,None,none,29.42,0,DELIVERED,0
5022,2026-01-18 10:25:00,FO_DK,17.76,restaurants,False,Existing,True,Local,CREDIT,True,None,none,49.4,0,DELIVERED,0
5023,2026-01-18 10:30:00,FO_DK,43.17,restaurants,False,Existing,True,Local,CREDIT,True,None,none,19.99,0,DELIVERED,0
5024,2026-01-18 10:35:00,FO_DK,38.16,restaurants,True,Existing,True,International,DEBIT,True,None,none,24.13,0,DELIVERED,0
5025,2026-01-18 10:40:00,FO_FI,15.29,supermarket,False,Existing,True,Local,DEBIT,True,foreign_card_review,review,24.79,0,CANCELLED,1
5026,2026-01-18 10:45:00,FO_EE,47.15,restaurants,False,Existing,True,Local,CREDIT,True,None,none,55.45,0,DELIVERED,1
5027,2026-01-18 10:50:00,FO_FI,10.75,supermarket,True,Existing,True,Local,DEBIT,True,None,none,16.51,0,DELIVERED,0
5028,2026-01-18 10:55:00,FO_SE,12.72,restaurants,False,Existing,True,Local,DEBIT,False,None,none,29.26,0,DELIVERED,0
5029,2026-01-18 11:00:00,FO_SE,41.79,restaurants,False,Existing,True,International,DEBIT,True,None,none,32.32,0,DELIVERED,0
5030,2026-01-18 11:05:00,FO_NO,51.83,supermarket,False,Existing,True,Local,DEBIT,True,velocity_high_risk_block,hard_block,25.21,0,CANCELLED,0
5031,2026-01-18 11:10:00,FO_DK,28.57,darkstores,False,Existing,True,Local,DEBIT,True,None,none,39.81,0,DELIVERED,0
5032,2026-01-18 11:15:00,FO_EE,20.62,restaurants,False,Existing,True,Local,DEBIT,True,None,none,24.99,0,DELIVERED,0
5033,2026-01-18 11:20:00,FO_EE,20.14,supermarket,False,Existing,True,International,DEBIT,True,None,none,35.7,0,DELIVERED,0
